age,annual_income,employment_status,credit_score,loan_amount,debt_to_income_ratio,late_payments_12m,credit_utilization,savings_rate,avg_monthly_transactions,default
70,63966.6,Employed,742,35893.82,0.371,0,0.457,0.197,39,0
24,46177.78,Retired,770,6950.14,0.095,0,0.247,0.081,41,0
29,19299.09,Employed,640,11926.59,0.318,1,0.579,0.011,53,0
69,33756.89,Employed,730,13665.34,0.319,1,0.11,0.138,24,0
35,22932.27,Employed,665,11133.68,0.133,1,0.224,0.197,50,0
36,55383.12,Employed,722,19511.28,0.384,0,0.418,0.091,37,0
60,63048.45,Employed,767,9465.58,0.025,1,0.581,0.069,15,0
30,55730.01,Unemployed,665,18567.07,0.247,0,0.447,0.04,34,0
46,33067.22,Unemployed,761,17874.01,0.468,0,0.513,0.072,34,0
35,55460.53,Self-Employed,589,6459.77,0.016,1,0.132,0.087,2,0
30,38752.2,Employed,729,17009.11,0.451,4,0.33,0.06,20,0
69,27747.12,Unemployed,758,7844.88,0.175,0,0.452,0.022,42,0
30,71037.63,Employed,750,7336.49,0.261,3,0.412,0.232,37,0
25,73792.61,Self-Employed,591,17576.84,0.561,0,0.162,0.08,51,0
54,78782.62,Self-Employed,665,11556.32,0.256,1,0.215,0.057,54,0
64,36164.23,Employed,703,18467.41,0.592,1,0.371,0.116,22,1
27,88404.77,Employed,713,18565.18,0.304,1,0.564,0.119,24,0
56,38300.14,Retired,689,6267.9,0.337,2,0.862,0.095,11,0
48,67965.17,Employed,787,23025.8,0.476,0,0.16,0.009,43,0
62,37969.7,Self-Employed,583,17518.45,0.432,0,0.411,0.099,27,0
27,43827.16,Retired,662,10383.96,0.373,0,0.176,0.112,53,0
69,14609.26,Employed,553,13608.85,0.281,1,0.395,0.126,51,0
51,42152.25,Employed,727,23423.28,0.117,1,0.315,0.121,42,0
63,51305.08,Employed,722,12188.32,0.125,1,0.49,0.115,28,0
39,39933.67,Unemployed,850,52530.84,0.547,1,0.0,0.014,51,1
68,117959.19,Employed,757,36113.27,0.605,2,0.327,0.303,35,0
52,27412.84,Employed,705,15836.46,0.369,1,0.424,0.136,39,0
27,36982.84,Employed,699,12877.12,0.084,1,0.445,0.161,6,0
67,31180.98,Retired,656,13216.16,0.234,1,0.472,0.149,41,0
60,36979.22,Retired,690,10297.0,0.227,0,0.435,0.09,36,0
36,82101.09,Employed,701,15916.84,0.267,1,0.677,0.02,33,0
48,102643.38,Retired,533,22304.15,0.217,2,0.693,0.082,26,0
40,34530.69,Self-Employed,695,6570.29,0.428,0,0.354,0.023,12,0
48,34149.26,Retired,688,21713.02,0.387,0,0.285,-0.022,34,0
69,27486.1,Employed,812,25851.67,0.587,3,0.444,0.267,2,0
65,94196.91,Employed,670,20812.44,0.292,1,0.578,0.165,31,0
31,85862.48,Retired,623,13657.35,0.38,1,0.409,0.108,26,0
69,46490.77,Employed,700,20300.04,0.461,0,0.16,0.105,55,0
42,24390.53,Employed,686,32195.07,0.503,0,0.611,0.149,63,0
56,25505.99,Self-Employed,670,14258.14,0.165,1,0.487,0.09,12,0
59,53386.58,Self-Employed,584,14975.43,0.411,0,0.787,0.05,47,1
45,64516.03,Employed,668,53078.48,0.372,1,0.236,0.208,25,0
43,17447.08,Employed,637,17753.65,0.395,0,0.452,0.026,28,0
43,41745.42,Employed,664,8067.7,0.359,2,0.495,0.194,28,0
64,110100.4,Employed,735,24928.89,0.607,2,0.351,0.101,54,0
40,43969.23,Employed,629,18791.6,0.216,0,0.192,0.119,33,0
34,103240.76,Employed,663,9964.16,0.207,0,0.462,0.071,41,0
39,67813.94,Self-Employed,721,7613.12,0.227,1,0.305,0.007,10,0
30,28505.72,Employed,660,17037.27,0.306,1,0.406,0.04,18,0
40,42347.49,Employed,850,14241.84,0.394,0,0.409,0.123,27,0
26,45965.8,Self-Employed,699,6998.49,0.282,0,0.167,0.029,35,0
25,30447.04,Employed,587,14001.44,0.501,1,0.304,0.03,45,0
57,30183.96,Employed,617,13482.35,0.349,0,0.31,0.156,26,0
24,104128.84,Employed,610,14222.08,0.336,2,0.415,0.131,56,0
49,30071.09,Self-Employed,618,19830.05,0.15,0,0.504,-0.006,31,0
59,84054.28,Employed,720,5130.02,0.623,2,0.471,0.193,25,0
57,39409.33,Employed,597,7575.87,0.343,0,0.592,0.2,48,0
43,48396.38,Employed,655,11024.03,0.596,2,0.434,0.078,46,0
30,64920.73,Unemployed,766,32718.88,0.257,1,0.839,-0.038,8,0
67,36341.68,Self-Employed,641,61124.56,0.475,1,0.486,-0.014,59,1
62,65117.73,Retired,730,14807.75,0.266,1,0.107,0.053,27,0
51,17619.92,Self-Employed,554,15173.82,0.623,0,0.315,0.194,32,0
25,61074.74,Employed,652,3408.34,0.518,0,1.0,0.111,22,0
22,14267.43,Employed,614,25404.39,0.477,0,0.105,0.001,28,1
36,43764.43,Employed,702,19337.21,0.241,1,0.505,0.216,9,0
28,75140.99,Employed,602,17498.69,0.636,0,0.897,0.095,39,0
64,66912.94,Employed,835,6990.25,0.656,1,0.13,0.163,25,0
31,25611.45,Employed,557,48432.81,0.293,0,0.749,0.074,30,1
35,27314.36,Self-Employed,765,36765.89,0.374,1,0.749,-0.055,50,0
69,34740.59,Self-Employed,746,17616.87,0.489,2,0.342,-0.042,42,0
61,53804.26,Employed,703,26774.28,0.054,0,0.0,0.032,35,0
31,17748.09,Employed,684,15224.57,0.522,0,0.538,0.124,64,0
40,48697.76,Employed,819,24164.65,0.504,1,0.385,0.134,17,0
46,57280.45,Employed,850,6738.88,0.266,0,0.364,0.248,36,0
54,42551.97,Employed,664,3773.56,0.021,0,0.552,0.098,54,0
67,63745.92,Employed,692,6893.3,0.4,0,0.407,0.092,58,0
64,54822.83,Employed,639,9100.73,0.18,0,0.056,0.022,13,0
69,37390.53,Retired,592,10035.28,0.112,0,0.379,0.173,24,0
23,18618.39,Employed,715,19319.45,0.406,1,0.485,0.216,52,0
32,52402.34,Employed,699,12652.33,0.548,2,0.513,0.049,28,0
49,30438.46,Employed,559,14513.02,0.317,1,0.686,0.09,36,1
23,36710.89,Employed,714,7253.46,0.528,1,0.0,0.128,27,0
38,62290.37,Employed,701,6886.38,0.45,1,0.627,0.035,35,0
28,99575.03,Retired,635,15133.44,0.144,0,0.32,-0.043,2,0
67,48096.75,Employed,630,10665.15,0.267,1,0.446,0.111,29,0
24,64668.69,Employed,712,14805.28,0.512,1,0.596,0.146,34,0
28,23807.6,Retired,801,20468.44,0.266,0,0.237,0.025,28,1
30,55423.66,Employed,710,39485.61,0.473,2,0.32,0.098,37,0
28,47574.25,Employed,739,14584.71,0.288,0,0.528,0.265,15,0
49,90636.64,Self-Employed,618,43827.04,0.458,0,0.274,0.188,39,0
39,37412.9,Employed,649,18840.52,0.414,1,0.477,0.14,60,0
66,43441.97,Retired,726,22330.35,0.313,0,0.167,0.057,54,0
34,83233.67,Employed,578,27773.87,0.454,0,0.67,0.15,46,0
47,46816.13,Self-Employed,696,22739.25,0.026,0,0.57,-0.031,39,0
54,28157.79,Employed,717,9126.85,0.187,2,0.236,0.092,24,0
52,175574.13,Unemployed,677,28277.82,0.28,1,0.644,0.058,28,0
60,28586.89,Unemployed,704,11796.41,0.526,0,0.497,0.16,48,0
31,47460.35,Unemployed,684,17694.57,0.133,2,0.194,-0.075,33,0
46,58299.22,Unemployed,633,15989.87,0.345,1,0.555,0.3,67,0
61,56039.31,Self-Employed,592,29332.69,0.398,0,0.56,0.064,9,0
64,44583.9,Employed,673,18691.8,0.387,1,0.055,0.229,32,0
51,44695.13,Employed,778,6427.26,0.335,0,0.0,0.158,27,0
53,43587.87,Employed,757,51792.16,0.257,1,0.314,0.126,47,0
64,28058.11,Employed,654,24366.4,0.313,0,0.241,0.119,50,0
52,143646.34,Employed,653,10611.62,0.496,0,0.543,0.106,16,0
68,43914.71,Self-Employed,647,7462.31,0.247,1,0.257,0.061,15,0
27,66069.7,Self-Employed,647,26096.64,0.026,2,0.271,0.134,23,0
38,41467.84,Retired,702,8010.91,0.42,2,0.802,0.084,43,0
26,41052.96,Employed,759,23871.25,0.574,1,0.68,0.144,42,0
25,39037.51,Self-Employed,850,28041.75,0.192,1,0.068,0.133,11,0
44,22585.81,Self-Employed,618,9997.99,0.554,0,0.701,0.068,39,0
32,45237.85,Retired,729,9476.86,0.428,2,0.749,0.06,37,0
41,39994.46,Self-Employed,721,11135.23,0.177,0,0.373,0.121,34,0
42,88058.99,Employed,655,8157.33,0.244,1,0.318,0.134,44,0
52,26947.61,Employed,603,16945.22,0.238,1,0.0,0.06,38,0
68,36732.84,Retired,701,18460.11,0.375,0,0.109,0.019,36,0
63,31281.43,Self-Employed,839,22845.18,0.323,2,0.38,0.12,52,0
39,100837.46,Unemployed,700,8955.34,0.516,3,0.301,0.128,58,0
37,31738.82,Self-Employed,621,24439.98,0.477,0,0.329,0.109,29,1
59,64935.51,Self-Employed,668,8163.22,0.118,2,0.483,0.092,34,0
27,79624.79,Self-Employed,594,24431.67,0.137,0,0.795,0.164,45,0
48,45566.98,Retired,681,6051.15,0.442,0,0.275,0.022,32,0
42,24626.9,Retired,731,37821.91,0.273,0,0.275,0.033,45,0
30,24783.24,Employed,628,10797.72,0.324,4,0.375,0.054,37,1
51,75348.71,Employed,436,21151.23,0.432,0,0.347,0.091,47,0
37,26100.32,Employed,701,22182.9,0.479,0,0.778,0.049,45,1
30,59635.92,Employed,642,6893.12,0.165,2,0.362,0.051,34,0
53,51905.22,Unemployed,624,24369.31,0.017,2,0.605,0.173,48,0
29,59193.45,Unemployed,623,10609.99,0.333,0,0.974,0.093,46,1
54,62056.0,Employed,710,12287.72,0.222,1,0.787,0.164,70,0
29,30735.22,Employed,649,9876.04,0.36,0,0.365,0.1,7,0
42,30098.66,Employed,750,38881.59,0.337,1,0.302,0.043,45,0
61,70084.96,Unemployed,751,7317.44,0.204,3,0.195,0.189,51,0
32,35786.56,Self-Employed,660,19113.93,0.663,0,0.428,0.068,68,0
59,12393.48,Employed,641,10155.83,0.353,0,0.058,0.127,27,0
57,67804.08,Employed,690,28414.17,0.264,1,0.898,0.159,37,0
66,29198.4,Employed,669,59445.35,0.365,0,0.285,0.085,28,1
29,61918.11,Employed,549,10115.18,0.429,2,0.413,0.08,62,1
56,98362.11,Unemployed,824,16059.17,0.255,0,0.465,0.037,23,0
67,49433.38,Retired,734,11717.97,0.698,1,0.141,0.108,28,0
59,80650.71,Employed,645,27524.8,0.122,0,0.625,0.039,13,0
30,52939.17,Employed,536,12718.07,0.132,1,0.509,0.078,2,0
62,108414.23,Employed,666,25420.56,0.11,2,0.345,0.071,35,0
26,28823.5,Employed,636,11630.21,0.351,1,0.489,0.054,33,0
50,48819.86,Employed,675,56740.44,0.421,0,0.387,0.121,32,1
45,68636.57,Employed,518,3964.3,0.3,0,0.402,0.191,44,0
47,44569.01,Employed,645,18510.98,0.42,2,0.258,0.162,47,0
46,87213.07,Unemployed,649,14671.69,0.418,0,0.432,-0.056,25,0
22,39497.01,Employed,666,14356.52,0.296,1,0.498,0.103,36,0
46,137955.38,Unemployed,662,17522.42,0.414,0,0.224,0.277,33,0
67,141647.77,Employed,684,15291.62,0.321,2,0.469,0.107,35,0
42,56445.79,Employed,794,16838.5,0.289,0,0.0,0.073,57,0
34,64621.38,Employed,641,18861.16,0.275,0,0.679,0.202,41,0
70,88950.54,Employed,612,42166.81,0.385,1,0.136,0.098,51,0
25,27075.95,Employed,550,2809.19,0.533,1,0.026,0.193,32,0
45,25438.02,Unemployed,642,44723.2,0.169,0,0.296,0.086,18,0
46,91877.32,Retired,575,68588.41,0.278,1,0.456,0.133,51,1
44,56218.11,Employed,752,5163.41,0.374,0,0.341,0.049,46,0
67,43771.9,Employed,673,15194.88,0.614,0,0.586,0.18,28,0
42,49294.2,Employed,750,33616.61,0.415,2,0.355,0.096,32,0
69,14868.19,Self-Employed,790,25619.78,0.228,0,0.364,0.11,43,1
24,44565.66,Employed,615,40365.3,0.211,2,0.379,0.175,40,0
57,33640.19,Employed,654,18456.39,0.498,0,0.785,0.137,33,0
50,77577.74,Retired,780,4360.42,0.303,2,0.319,0.086,19,0
33,80621.08,Unemployed,694,32298.55,0.165,1,0.964,-0.011,64,0
32,65404.09,Self-Employed,719,21618.08,0.502,0,0.849,0.091,35,0
56,59738.34,Employed,757,35589.51,0.396,0,0.152,0.071,52,0
52,23186.53,Employed,747,5881.73,0.171,1,0.617,0.101,2,0
51,65862.3,Employed,711,7118.17,0.149,0,0.278,0.083,16,0
23,67150.99,Self-Employed,785,14911.29,0.025,2,0.446,0.2,52,0
50,91363.04,Self-Employed,675,32854.91,0.257,0,0.062,0.143,32,0
70,141365.63,Employed,719,38830.2,0.396,1,0.395,0.072,51,0
21,21030.3,Retired,667,9552.44,0.494,2,1.0,0.155,26,1
44,40366.75,Employed,757,11569.61,0.414,0,0.244,0.215,33,0
45,33822.0,Self-Employed,627,82716.69,0.154,2,0.584,0.049,24,1
65,53436.73,Employed,554,10597.07,0.307,0,0.448,0.082,50,0
35,49350.39,Employed,729,22141.49,0.564,1,0.304,0.046,30,0
44,43606.39,Employed,603,11258.67,0.273,1,0.689,0.129,47,0
56,81944.89,Self-Employed,596,19630.81,0.465,0,0.321,0.267,58,0
24,28262.55,Employed,775,8779.72,0.447,0,0.414,0.195,32,0
61,29127.54,Employed,752,8931.13,0.464,1,0.474,0.075,34,0
62,29374.65,Self-Employed,654,11819.79,0.415,2,0.69,0.151,27,0
56,40938.91,Self-Employed,452,10645.26,0.464,2,0.336,0.199,65,0
53,26521.34,Self-Employed,720,12302.16,0.128,2,0.919,-0.03,33,0
58,47844.63,Self-Employed,730,20241.92,0.577,2,0.028,0.02,31,0
60,45127.85,Self-Employed,719,45900.31,0.079,2,0.29,0.175,18,0
66,33081.93,Self-Employed,715,10359.89,0.397,1,0.694,-0.018,27,0
42,75878.08,Employed,666,8159.36,0.343,3,0.297,0.106,28,1
43,47583.9,Employed,649,14849.26,0.256,0,0.46,0.158,51,0
52,83393.34,Employed,597,8859.03,0.204,1,0.21,0.126,31,0
30,44465.78,Employed,628,5535.41,0.432,1,0.109,0.092,30,0
63,48431.35,Employed,704,27960.82,0.47,1,0.308,0.21,46,0
59,36997.62,Employed,705,15495.48,0.335,0,0.588,0.167,35,0
52,48848.39,Employed,739,16433.81,0.307,1,0.289,0.276,19,0
36,69990.56,Self-Employed,575,4645.72,0.542,1,0.402,0.01,58,0
38,39908.03,Self-Employed,556,10395.65,0.287,0,0.311,0.058,27,0
42,63526.09,Employed,652,6313.68,0.344,0,0.571,0.095,39,0
54,32650.86,Retired,604,14584.55,0.319,2,0.069,0.204,42,1
59,71648.34,Employed,694,16004.02,0.721,0,0.397,0.159,2,0
54,36682.21,Employed,582,15997.05,0.224,0,0.345,0.068,30,0
67,75044.75,Employed,769,9895.47,0.475,2,0.221,0.022,26,0
69,50538.38,Employed,618,8850.4,0.095,2,0.689,0.013,17,0
56,104870.01,Employed,799,13148.59,0.206,1,0.04,0.239,33,0
39,27528.2,Unemployed,719,18291.79,0.304,0,0.501,0.098,37,0
50,23433.26,Employed,601,10430.31,0.33,1,0.521,0.116,43,0
42,36022.22,Employed,837,8413.19,0.309,1,0.335,0.02,37,0
52,24531.04,Employed,700,8631.49,0.335,2,0.849,0.102,34,0
61,24554.06,Employed,692,9946.17,0.247,0,0.516,0.031,59,0
39,66888.03,Self-Employed,675,11253.23,0.543,1,0.263,0.111,30,0
46,48918.48,Self-Employed,715,7639.53,0.2,0,0.556,0.073,10,0
23,38567.28,Self-Employed,719,11301.53,0.462,1,0.317,0.043,23,0
57,40397.32,Employed,615,30998.08,0.452,0,0.332,0.196,52,0
45,36365.7,Employed,664,12373.3,0.208,1,0.669,0.202,32,0
43,111880.27,Employed,689,7021.21,0.295,0,0.54,0.14,22,0
47,33936.52,Self-Employed,724,3808.17,0.35,1,0.657,-0.044,46,0
31,25309.45,Employed,725,44437.19,0.601,1,0.0,0.015,58,1
50,72986.17,Employed,692,29248.74,0.295,1,0.5,0.019,32,0
58,44007.8,Employed,639,17514.12,0.894,0,0.756,0.25,45,0
38,135860.9,Self-Employed,635,29662.0,0.465,0,0.176,0.185,57,0
27,37680.47,Employed,591,20263.11,0.402,0,0.461,0.209,66,0
40,74831.34,Retired,724,14109.42,0.483,1,0.374,0.04,44,0
30,84212.5,Employed,634,7015.57,0.092,1,0.582,-0.023,34,0
39,37772.33,Employed,666,46405.82,0.526,0,0.304,0.181,34,0
52,33810.94,Employed,698,11359.11,0.152,1,0.599,-0.081,2,0
26,71017.62,Employed,680,11737.76,0.48,1,0.361,0.106,16,0
58,65345.64,Employed,680,15100.36,0.261,0,1.0,0.148,43,0
32,24214.21,Self-Employed,612,15256.68,0.23,1,0.505,0.01,74,0
65,27883.27,Employed,700,20844.06,0.616,0,0.928,0.221,27,0
57,13791.19,Employed,657,19452.92,0.335,0,0.567,0.077,32,0
34,66018.71,Employed,674,10445.03,0.12,0,0.341,0.126,41,0
49,43005.63,Employed,767,14995.9,0.496,1,0.434,0.143,59,0
26,45203.27,Retired,718,20452.23,0.167,0,0.51,0.115,23,0
25,21042.05,Employed,637,9924.93,0.554,1,0.0,0.055,28,0
68,28309.39,Self-Employed,669,35171.55,0.348,1,0.637,0.035,36,0
61,38600.5,Employed,800,14586.46,0.159,0,0.462,0.13,37,0
28,35025.69,Employed,657,38525.88,0.473,1,0.545,0.15,38,0
35,51995.79,Unemployed,683,6404.26,0.428,2,0.561,0.178,41,0
30,65626.45,Employed,730,21867.95,0.031,0,0.14,0.088,44,0
40,152482.68,Unemployed,696,8654.01,0.34,1,0.444,0.106,41,0
35,48532.62,Employed,652,10090.17,0.395,2,0.426,0.029,36,0
37,85622.32,Employed,624,25410.32,0.386,0,0.151,0.182,15,0
47,32370.85,Retired,679,12873.34,0.322,0,0.744,0.032,16,0
30,21216.34,Employed,729,70153.93,0.462,0,0.837,0.147,24,1
65,41103.53,Retired,779,20147.12,0.435,1,0.339,0.181,53,0
57,22051.57,Retired,570,9725.77,0.355,0,0.537,0.18,57,0
59,49381.77,Employed,812,20168.56,0.315,0,0.411,-0.009,16,0
29,33182.34,Employed,658,12806.14,0.372,0,0.344,-0.024,50,0
56,18450.82,Unemployed,749,24324.29,0.259,2,0.325,0.026,12,1
62,116775.97,Employed,625,12360.83,0.197,2,0.145,0.015,45,0
29,37467.12,Self-Employed,559,18845.06,0.181,0,0.502,0.269,29,0
58,21616.03,Employed,582,16631.59,0.335,1,0.282,0.13,4,1
38,76809.68,Employed,655,15476.18,0.221,0,0.553,-0.001,21,0
60,34053.66,Employed,719,27586.42,0.326,1,0.322,0.02,27,0
44,84548.7,Self-Employed,682,5004.28,0.55,0,0.161,0.225,42,0
61,33972.37,Self-Employed,661,15654.38,0.319,0,0.268,0.204,35,0
28,37404.68,Employed,764,9694.32,0.371,1,0.496,-0.006,34,0
40,58245.14,Employed,680,6573.55,0.316,1,0.341,0.162,32,0
34,65947.2,Employed,701,8931.28,0.546,2,0.213,0.075,51,0
33,71987.08,Employed,850,10179.67,0.599,1,0.77,0.084,21,0
36,46869.83,Employed,679,12820.46,0.28,4,0.117,-0.008,44,0
40,63851.05,Employed,628,18077.03,0.459,1,0.703,0.068,72,0
27,71169.12,Employed,716,20442.59,0.664,0,0.664,0.017,44,0
56,54191.78,Employed,735,11551.37,0.176,0,0.611,0.201,43,0
48,45645.99,Employed,703,38207.0,0.497,1,0.584,0.023,26,0
62,23797.9,Self-Employed,692,11815.91,0.089,1,0.246,0.193,66,0
56,66143.84,Employed,791,4592.25,0.354,1,0.294,0.069,24,0
28,50065.47,Retired,782,12007.0,0.329,1,0.839,-0.054,34,0
24,39862.53,Employed,671,15188.54,0.094,1,0.649,0.047,3,0
42,92863.24,Employed,632,2071.9,0.513,1,0.527,-0.002,26,0
45,24006.58,Retired,712,30467.07,0.372,1,0.292,0.135,47,1
33,111526.57,Employed,631,13912.65,0.211,1,0.222,0.002,34,0
60,48477.9,Unemployed,746,7395.02,0.399,0,0.162,0.059,51,0
50,57455.1,Employed,712,8299.27,0.486,2,0.265,0.121,39,0
58,40234.41,Employed,850,23319.26,0.085,0,0.359,-0.001,43,0
26,21300.03,Self-Employed,790,25093.21,0.0,1,0.455,0.206,50,0
61,45715.61,Employed,599,10004.0,0.344,1,0.683,0.111,12,0
31,57952.12,Employed,641,6547.41,0.235,1,0.889,0.101,48,0
43,68741.8,Employed,536,15970.98,0.551,0,0.75,-0.026,30,0
42,44399.5,Employed,520,17830.15,0.294,0,0.141,0.053,28,0
62,16378.59,Employed,689,20726.36,0.396,1,0.252,0.072,19,1
34,22678.43,Self-Employed,591,10531.47,0.322,2,0.209,-0.004,42,0
33,136763.69,Employed,803,13721.79,0.118,3,0.661,0.163,37,0
37,28388.29,Retired,767,14944.31,0.355,2,0.595,0.096,48,0
39,100059.94,Employed,660,26372.76,0.151,1,0.315,0.024,12,0
30,30728.83,Employed,655,32780.27,0.144,0,0.4,0.065,51,0
29,44746.66,Employed,791,38577.11,0.185,0,0.474,0.096,43,0
32,67010.47,Self-Employed,809,32256.93,0.172,1,0.548,0.252,22,0
44,32529.5,Unemployed,610,43830.13,0.318,2,0.7,0.124,50,1
38,108673.97,Employed,600,27116.47,0.291,0,0.473,0.028,41,0
40,50912.52,Employed,657,10367.06,0.393,0,0.382,0.039,16,0
56,61723.83,Self-Employed,712,37053.02,0.114,1,0.518,0.06,38,0
33,42881.53,Employed,641,6464.93,0.312,2,0.382,0.138,2,0
66,68142.76,Employed,714,61003.04,0.278,0,0.516,0.124,45,0
58,107947.08,Self-Employed,826,8224.38,0.38,1,0.387,0.13,25,0
29,45906.27,Employed,575,25149.39,0.387,0,0.69,0.084,10,0
36,116407.98,Self-Employed,647,35120.92,0.373,0,0.709,-0.033,2,0
30,36105.56,Self-Employed,576,19449.45,0.201,2,0.384,0.135,40,1
34,71829.32,Employed,617,4314.73,0.354,1,0.885,0.03,33,0
39,62602.29,Employed,658,8360.17,0.273,1,0.472,0.135,30,0
27,28730.34,Employed,625,18289.61,0.547,0,0.52,-0.007,39,0
21,54551.74,Self-Employed,719,21619.97,0.367,1,0.744,0.091,35,0
42,49201.68,Employed,691,13262.89,0.362,2,0.872,0.151,46,0
56,31997.21,Employed,702,15438.22,0.158,1,0.686,0.251,35,0
36,58629.97,Employed,657,6115.97,0.261,1,0.5,0.049,28,0
64,52740.81,Employed,664,42813.61,0.389,2,0.344,0.208,28,0
39,47273.56,Employed,654,11769.18,0.338,3,0.497,0.175,38,0
66,47368.43,Employed,661,23700.59,0.337,1,0.559,0.064,42,0
32,46863.52,Employed,711,34273.83,0.087,0,0.519,0.094,26,0
47,40788.29,Employed,536,7383.29,0.228,0,0.377,0.049,28,0
59,52570.85,Employed,702,15943.54,0.309,2,0.26,0.035,39,0
23,35526.81,Employed,615,17444.77,0.53,0,0.471,-0.023,40,0
67,185054.33,Employed,655,12646.93,0.066,1,0.28,0.014,21,0
39,24229.67,Employed,563,25755.75,0.193,2,0.053,-0.1,16,0
45,36593.72,Employed,653,9893.7,0.065,1,0.226,0.105,36,0
52,38067.99,Employed,701,15259.94,0.399,1,0.321,0.215,42,0
53,135977.77,Retired,714,11818.99,0.528,3,0.246,0.114,39,0
22,25334.76,Employed,591,59594.93,0.404,0,0.466,0.099,14,1
64,60655.23,Employed,711,9920.12,0.437,2,0.139,0.046,40,0
52,55503.26,Employed,765,23085.67,0.195,1,0.162,0.248,48,0
70,57919.02,Self-Employed,643,43390.0,0.405,1,0.691,0.179,29,1
44,90959.68,Employed,680,8509.86,0.234,0,0.619,-0.006,25,0
51,90031.48,Retired,525,15633.94,0.359,1,0.48,0.263,53,0
43,39125.18,Employed,613,8169.41,0.425,1,0.72,0.219,51,0
65,54014.55,Employed,700,4412.73,0.306,0,0.255,0.013,21,0
62,19301.71,Employed,752,9218.7,0.473,0,0.573,0.16,38,0
66,51510.79,Self-Employed,635,10485.85,0.325,0,0.368,0.082,19,0
46,32958.53,Employed,850,10866.53,0.391,1,0.737,-0.061,41,0
60,44658.9,Retired,704,12335.22,0.634,1,0.46,0.024,28,0
38,21106.03,Retired,584,14819.16,0.425,0,0.215,0.158,20,0
44,60020.18,Employed,777,7200.6,0.238,1,0.709,0.148,14,0
59,20988.2,Employed,586,18232.7,0.278,0,0.321,0.318,54,0
25,52793.44,Employed,705,30576.87,0.481,1,0.149,0.112,28,0
56,26549.0,Employed,610,32806.67,0.506,0,0.743,-0.048,83,0
21,32054.07,Employed,578,12630.82,0.345,1,0.548,0.018,56,1
50,87322.73,Employed,752,25243.72,0.121,0,0.217,0.061,55,0
44,65772.62,Retired,661,9812.38,0.207,0,0.385,0.073,4,0
44,87081.66,Employed,809,12015.85,0.377,1,0.378,0.07,33,0
45,106922.93,Unemployed,604,18753.11,0.437,0,0.211,0.122,4,0
45,33308.92,Unemployed,563,12078.39,0.501,0,0.219,0.216,42,1
41,103723.69,Employed,644,6916.44,0.045,1,0.385,0.127,34,0
43,23558.62,Employed,850,24341.87,0.481,0,0.624,-0.059,57,0
49,71185.91,Employed,743,8980.74,0.564,1,0.591,0.125,19,0
59,38304.82,Retired,722,10807.7,0.0,1,0.286,-0.049,42,0
48,30787.07,Employed,724,27859.62,0.349,1,0.59,0.042,36,0
53,66651.64,Unemployed,644,20379.3,0.464,1,0.735,0.234,35,0
62,78627.42,Employed,850,16410.34,0.138,1,0.218,-0.068,47,0
70,77469.08,Employed,714,6114.48,0.275,1,0.569,0.251,42,0
26,54580.39,Retired,707,7346.8,0.434,0,0.41,0.136,48,0
56,52364.21,Employed,754,18739.61,0.272,1,0.347,0.12,43,0
32,63795.2,Self-Employed,585,21547.59,0.295,0,0.411,-0.015,41,0
30,57061.34,Employed,614,17185.33,0.383,3,0.586,0.1,24,0
60,64259.05,Employed,662,11111.72,0.175,0,0.129,0.053,30,0
24,54284.81,Employed,754,10894.76,0.19,0,0.407,0.024,19,0
63,74711.69,Employed,583,16806.12,0.42,0,0.327,0.083,31,0
59,21728.85,Self-Employed,675,6966.98,0.492,1,0.412,0.281,42,0
70,45906.56,Employed,664,15599.8,0.41,0,0.366,0.156,14,0
54,24540.42,Employed,562,6417.2,0.554,1,0.242,0.075,47,0
64,56294.44,Employed,642,7851.21,0.413,0,0.822,0.123,31,0
26,111409.19,Self-Employed,721,16431.06,0.627,0,0.0,0.059,33,0
65,38675.35,Unemployed,569,20950.95,0.36,0,0.533,0.149,35,0
29,52241.16,Self-Employed,786,18125.59,0.388,0,0.534,-0.005,38,0
36,71556.55,Retired,715,7564.95,0.41,1,0.424,0.161,2,0
27,17433.32,Employed,706,4804.89,0.256,1,0.468,-0.029,34,0
41,37757.7,Employed,681,14691.3,0.234,0,0.547,0.07,25,0
58,58821.21,Employed,598,4723.82,0.215,1,0.291,0.182,31,0
34,12000.0,Employed,631,26020.9,0.267,1,0.327,0.238,46,1
62,30079.4,Self-Employed,707,7717.14,0.661,1,0.338,-0.087,28,0
51,85001.91,Self-Employed,631,56416.3,0.623,1,0.512,-0.002,23,1
52,80942.84,Employed,694,8290.0,0.301,2,0.521,0.095,40,0
67,59110.22,Retired,613,19492.25,0.287,1,0.177,0.151,17,0
42,76198.63,Employed,714,9490.39,0.028,3,0.395,0.045,53,0
38,54587.06,Self-Employed,719,13347.65,0.201,1,0.274,0.092,64,0
70,64711.71,Employed,558,16487.93,0.229,1,0.203,0.097,14,0
48,41863.65,Self-Employed,685,24739.97,0.284,1,0.305,0.089,44,0
51,51943.21,Employed,566,27220.05,0.265,0,0.163,0.093,57,1
35,35732.46,Retired,540,22842.81,0.382,0,0.013,0.099,28,0
31,92202.42,Retired,635,27517.53,0.466,0,0.428,0.228,26,0
29,104901.77,Employed,850,10201.92,0.241,0,0.617,0.082,26,0
